"lead_id","area_id","price_min","price_max","category_id","property_id"
2362,0,NULL,NULL,NULL,161233
2363,0,NULL,NULL,NULL,161211
2364,0,NULL,NULL,NULL,123331
2365,0,NULL,NULL,NULL,158894
2366,0,NULL,NULL,NULL,160004
2367,0,NULL,NULL,NULL,160828
2368,0,NULL,NULL,NULL,161329
2369,0,NULL,NULL,NULL,161799
2370,0,NULL,NULL,NULL,160686
2371,0,NULL,NULL,NULL,161066
2372,0,NULL,NULL,NULL,160802
2373,0,NULL,NULL,NULL,161435
2374,0,NULL,NULL,NULL,161146
2375,0,NULL,NULL,1,0
2376,0,NULL,NULL,NULL,0
2377,0,NULL,NULL,NULL,161206
2378,0,NULL,NULL,NULL,161670
2379,16,NULL,NULL,1,0
2380,0,NULL,NULL,NULL,0
2381,0,NULL,NULL,NULL,161050
2382,0,NULL,NULL,NULL,161050
2383,0,NULL,NULL,NULL,161441
2384,0,NULL,NULL,NULL,161371
2385,0,NULL,NULL,1,0
2386,0,NULL,NULL,NULL,0
2387,0,NULL,NULL,NULL,161796
2388,0,NULL,NULL,NULL,161096
2389,0,NULL,NULL,NULL,160736
2390,0,NULL,NULL,NULL,0
2391,0,NULL,NULL,NULL,161377
2392,0,NULL,NULL,NULL,161589
2393,0,NULL,NULL,NULL,161740
2394,0,NULL,NULL,NULL,161590
2395,0,NULL,NULL,NULL,160384
2396,0,NULL,NULL,NULL,161380
2397,0,NULL,NULL,NULL,161172
2398,0,NULL,NULL,NULL,0
2399,0,NULL,NULL,NULL,161532
2400,0,NULL,NULL,NULL,160992
2401,0,NULL,NULL,NULL,161760
2402,0,NULL,NULL,NULL,123331
2403,0,NULL,NULL,NULL,123331
2404,0,NULL,NULL,NULL,161791
2405,0,NULL,NULL,NULL,161128
2406,0,NULL,NULL,NULL,161219
2407,0,NULL,NULL,NULL,161287
2408,0,NULL,NULL,NULL,161535
2409,0,NULL,NULL,NULL,160591
2410,0,NULL,NULL,NULL,161799
2411,0,NULL,NULL,NULL,161740
2412,0,NULL,NULL,NULL,161623
2413,0,NULL,NULL,NULL,161799
2414,0,NULL,NULL,NULL,161799
2415,0,NULL,NULL,NULL,161435
2416,0,NULL,NULL,NULL,158919
2417,0,NULL,NULL,NULL,0
2418,0,NULL,NULL,NULL,160941
2419,0,NULL,NULL,NULL,159925
2420,0,NULL,NULL,1,0
2421,0,NULL,NULL,NULL,161471
2422,0,NULL,NULL,NULL,161287
2423,0,NULL,NULL,NULL,161536
2424,0,NULL,NULL,NULL,161050
2425,0,NULL,NULL,NULL,161799
2426,0,NULL,NULL,NULL,160010
2427,67,NULL,NULL,1,0
2428,0,NULL,NULL,46,0
2429,0,NULL,NULL,NULL,161590
2430,0,NULL,NULL,NULL,161051
2431,0,NULL,NULL,NULL,0
2432,0,NULL,NULL,NULL,161334
2433,0,NULL,NULL,NULL,161319
2434,0,NULL,NULL,NULL,161287
2435,0,NULL,NULL,NULL,0
2436,58,NULL,NULL,1,0
2437,0,NULL,NULL,NULL,161536
2438,16,NULL,NULL,NULL,0
2439,65,NULL,NULL,NULL,0
2440,0,NULL,NULL,NULL,161441
2441,0,NULL,NULL,NULL,161128
2442,0,NULL,NULL,NULL,0
2443,0,NULL,NULL,NULL,0
2444,0,NULL,NULL,NULL,161184
2445,0,NULL,NULL,NULL,0
2446,0,NULL,NULL,NULL,160867
2447,0,NULL,NULL,NULL,161211
2448,0,NULL,NULL,NULL,0
2449,0,NULL,NULL,NULL,0
2450,0,NULL,NULL,NULL,158894
2451,0,NULL,NULL,NULL,161452
2452,0,NULL,NULL,46,0
2453,0,NULL,NULL,46,0
2454,0,NULL,NULL,NULL,0
2455,0,NULL,NULL,NULL,161589
2456,0,NULL,NULL,NULL,161107
2457,0,NULL,NULL,NULL,158553
2458,0,NULL,NULL,NULL,161162
2459,0,NULL,NULL,NULL,161172
2460,0,NULL,NULL,NULL,160074
2461,0,NULL,NULL,NULL,0
2462,0,NULL,NULL,NULL,161758
2463,0,NULL,NULL,NULL,161049
2464,0,NULL,NULL,NULL,161178
2465,0,NULL,NULL,NULL,160821
2466,0,NULL,NULL,NULL,159246
2467,0,NULL,NULL,1,0
2468,0,NULL,NULL,NULL,161405
2469,0,NULL,NULL,NULL,161100
2470,0,NULL,NULL,NULL,128423
2471,0,NULL,NULL,NULL,161799
2472,66,NULL,NULL,1,0
2473,32,NULL,NULL,1,0
2474,45,NULL,NULL,1,0
2475,0,NULL,NULL,NULL,160867
2476,0,NULL,NULL,NULL,161790
2477,0,NULL,NULL,1,0
2478,66,NULL,NULL,1,0
2479,13,NULL,NULL,7,0
2480,0,NULL,NULL,NULL,160420
2481,65,NULL,NULL,7,0
2482,0,NULL,NULL,NULL,161076
2483,0,NULL,NULL,NULL,161113
2484,0,NULL,NULL,NULL,161406
2485,0,NULL,NULL,NULL,161050
2486,65,NULL,NULL,7,0
2487,0,NULL,NULL,46,0
2488,0,NULL,NULL,NULL,160439
2489,50,NULL,NULL,1,0
2490,50,NULL,NULL,46,0
2491,0,NULL,NULL,NULL,0
2492,0,NULL,NULL,NULL,161290
2493,0,NULL,NULL,1,0
2494,0,NULL,NULL,NULL,161359
2495,0,NULL,NULL,NULL,161795
2496,0,NULL,NULL,NULL,160757
2497,0,NULL,NULL,NULL,161197
2498,0,NULL,NULL,NULL,161269
2499,0,NULL,NULL,NULL,157275
2500,0,NULL,NULL,NULL,161791
2501,0,NULL,NULL,NULL,161441
2502,0,NULL,NULL,NULL,160924
2503,0,NULL,NULL,NULL,160805
2504,0,NULL,NULL,NULL,0
2505,0,NULL,NULL,NULL,161198
2506,0,NULL,NULL,NULL,161200
2507,0,NULL,NULL,NULL,161786
2508,0,NULL,NULL,NULL,161133
2509,0,NULL,NULL,NULL,161334
2510,0,NULL,NULL,NULL,161166
2511,0,NULL,NULL,NULL,160992
2512,0,NULL,NULL,NULL,160802
2513,0,NULL,NULL,46,0
2514,0,NULL,NULL,NULL,161287
2515,0,NULL,NULL,NULL,159949
2516,0,NULL,NULL,46,0
2517,0,NULL,NULL,NULL,0
2518,0,NULL,NULL,NULL,155323
2519,0,NULL,NULL,NULL,161790
2520,0,NULL,NULL,NULL,161313
2521,0,NULL,NULL,NULL,161162
2522,0,NULL,NULL,NULL,159246
2523,0,NULL,NULL,NULL,161200
2524,0,NULL,NULL,1,0
2525,0,NULL,NULL,NULL,161590
2526,0,NULL,NULL,NULL,160869
2527,0,NULL,NULL,NULL,160992
2528,0,NULL,NULL,NULL,161380
2529,0,NULL,NULL,NULL,159547
2530,66,NULL,NULL,8,0
2531,0,NULL,NULL,NULL,161785
2532,0,NULL,NULL,NULL,161785
2533,0,NULL,NULL,NULL,160647
2534,0,NULL,NULL,NULL,161128
2535,13,NULL,NULL,7,0
2536,0,NULL,NULL,46,0
2537,0,NULL,NULL,NULL,0
2538,0,NULL,NULL,NULL,161286
2539,0,NULL,NULL,NULL,160992
2540,0,NULL,NULL,NULL,0
2541,0,NULL,NULL,NULL,128423
2542,0,NULL,NULL,NULL,161212
2543,0,NULL,NULL,NULL,161287
2544,0,NULL,NULL,NULL,160795
2545,0,NULL,NULL,NULL,161753
2546,0,NULL,NULL,NULL,161345
2547,0,NULL,NULL,NULL,160205
2548,0,NULL,NULL,NULL,0
2549,0,NULL,NULL,NULL,161590
2550,0,NULL,NULL,NULL,161066
2551,0,NULL,NULL,NULL,161441
2552,0,NULL,NULL,NULL,0
2553,0,NULL,NULL,NULL,161595
2554,69,NULL,NULL,1,0
2555,0,NULL,NULL,NULL,161617
2556,0,NULL,NULL,NULL,161527
2557,0,NULL,NULL,NULL,161249
2558,0,NULL,NULL,NULL,161444
2559,61,NULL,NULL,1,0
2560,0,NULL,NULL,1,0
2561,0,NULL,NULL,NULL,161249
2562,0,NULL,NULL,NULL,161281
2563,0,NULL,NULL,NULL,161587
2564,0,NULL,NULL,NULL,161358
2565,0,NULL,NULL,NULL,161445
2566,0,NULL,NULL,NULL,160770
2567,0,NULL,NULL,NULL,161591
2568,0,NULL,NULL,NULL,161635
2569,0,NULL,NULL,NULL,161589
2570,0,NULL,NULL,NULL,160629
2571,0,NULL,NULL,NULL,161471
2572,52,NULL,NULL,NULL,0
2573,0,NULL,NULL,NULL,0
2574,0,NULL,NULL,NULL,161144
2575,16,NULL,NULL,1,0
2576,0,NULL,NULL,NULL,161779
2577,0,NULL,NULL,NULL,159246
2578,0,NULL,NULL,NULL,161380
2579,36,NULL,NULL,1,0
2580,0,NULL,NULL,NULL,160662
2581,0,NULL,NULL,NULL,0
2582,0,NULL,NULL,NULL,161273
2583,0,NULL,NULL,NULL,157275
2584,0,NULL,NULL,NULL,161590
2585,0,NULL,NULL,NULL,158241
2586,0,NULL,NULL,NULL,0
2587,0,NULL,NULL,NULL,161441
2588,0,NULL,NULL,NULL,160736
2589,44,NULL,NULL,1,0
2590,0,NULL,NULL,NULL,161351
2591,21,NULL,NULL,1,0
2592,0,NULL,NULL,NULL,0
2593,65,NULL,NULL,46,0
2594,0,NULL,NULL,NULL,0
2595,0,NULL,NULL,NULL,158323
2596,0,NULL,NULL,NULL,161852
2597,0,NULL,NULL,NULL,161194
2598,0,NULL,NULL,NULL,161450
2599,0,NULL,NULL,NULL,160748
2600,40,NULL,NULL,1,0
2601,0,NULL,NULL,NULL,160805
2602,0,NULL,NULL,NULL,123331
2603,0,NULL,NULL,NULL,161082
2604,0,NULL,NULL,NULL,161123
2605,0,NULL,NULL,NULL,161786
2606,0,NULL,NULL,NULL,161445
2607,0,NULL,NULL,NULL,161286
2608,0,NULL,NULL,1,0
2609,0,NULL,NULL,1,0
2610,0,NULL,NULL,NULL,161590
2611,0,NULL,NULL,NULL,159361
2612,0,NULL,NULL,NULL,160092
2613,0,NULL,NULL,NULL,161251
2614,0,NULL,NULL,NULL,161535
2615,0,NULL,NULL,NULL,161178
2616,0,NULL,NULL,NULL,123331
2617,0,NULL,NULL,NULL,161405
2618,0,NULL,NULL,NULL,160762
2619,0,NULL,NULL,NULL,161269
2620,0,NULL,NULL,NULL,161595
2621,0,NULL,NULL,NULL,160802
2622,0,NULL,NULL,NULL,160439
2623,0,NULL,NULL,NULL,0
2624,0,NULL,NULL,NULL,160951
2625,0,NULL,NULL,NULL,159391
2626,50,NULL,NULL,46,0
2627,0,NULL,NULL,NULL,123638
2628,32,NULL,NULL,7,0
2629,65,NULL,NULL,1,0
2630,0,NULL,NULL,NULL,161328
2631,0,NULL,NULL,NULL,160647
2632,0,NULL,NULL,NULL,161410
2633,0,NULL,NULL,NULL,161144
2634,65,NULL,NULL,46,0
2635,0,NULL,NULL,NULL,161625
2636,0,NULL,NULL,NULL,160439
2637,0,NULL,NULL,NULL,160439
2638,0,NULL,NULL,46,0
2639,0,NULL,NULL,NULL,161335
2640,0,NULL,NULL,NULL,0
2641,0,NULL,NULL,NULL,160588
2642,0,NULL,NULL,NULL,161287
2643,0,NULL,NULL,NULL,160867
2644,0,NULL,NULL,NULL,161287
2645,45,NULL,NULL,1,0
2646,0,NULL,NULL,NULL,161873
2647,0,NULL,NULL,NULL,157290
2648,0,NULL,NULL,NULL,136936
2649,0,NULL,NULL,NULL,161778
2650,0,NULL,NULL,NULL,161338
2651,32,NULL,NULL,8,0
2652,0,NULL,NULL,NULL,161468
2653,0,NULL,NULL,NULL,161825
2654,21,NULL,NULL,1,0
2655,0,NULL,NULL,NULL,161452
2656,0,NULL,NULL,NULL,0
2657,0,NULL,NULL,NULL,160149
2658,5,NULL,NULL,46,0
2659,0,NULL,NULL,NULL,161593
2660,0,NULL,NULL,NULL,161405
2661,0,NULL,NULL,NULL,161384
2662,0,NULL,NULL,NULL,161825
2663,0,NULL,NULL,NULL,161801
2664,0,NULL,NULL,NULL,161204
2665,0,NULL,NULL,NULL,0
2666,0,NULL,NULL,NULL,160794
2667,0,NULL,NULL,NULL,0
2668,13,NULL,NULL,1,0
2669,0,NULL,NULL,NULL,161563
2670,13,NULL,NULL,NULL,0
2671,0,NULL,NULL,NULL,161281
2672,0,NULL,NULL,NULL,161585
2673,0,NULL,NULL,NULL,161851
2674,0,NULL,NULL,NULL,161608
2675,0,NULL,NULL,NULL,160439
2676,0,NULL,NULL,NULL,161753
2677,0,NULL,NULL,NULL,161592
2678,0,NULL,NULL,NULL,161172
2679,0,NULL,NULL,NULL,161856
2680,0,NULL,NULL,NULL,159246
2681,0,NULL,NULL,NULL,161138
2682,0,NULL,NULL,NULL,161445
2683,0,NULL,NULL,NULL,161209
2684,0,NULL,NULL,NULL,161590
2685,0,NULL,NULL,NULL,160802
2686,0,NULL,NULL,NULL,160794
2687,0,NULL,NULL,NULL,161199
2688,0,NULL,NULL,NULL,0
2689,0,NULL,NULL,NULL,161277
2690,0,NULL,NULL,NULL,160439
2691,18,NULL,NULL,1,0
2692,0,NULL,NULL,NULL,161822
2693,0,NULL,NULL,NULL,161281
2694,0,NULL,NULL,NULL,161162
2695,0,NULL,NULL,NULL,161829
2696,0,NULL,NULL,NULL,161176
2697,20,NULL,NULL,NULL,0
2698,65,NULL,NULL,46,0
2699,0,NULL,NULL,NULL,0
2700,0,NULL,NULL,NULL,161879
2701,0,NULL,NULL,NULL,0
2702,0,NULL,NULL,NULL,161452
2703,0,NULL,NULL,NULL,161842
2704,0,NULL,NULL,NULL,0
2705,0,NULL,NULL,NULL,0
2706,0,NULL,NULL,NULL,161563
2707,0,NULL,NULL,NULL,161380
2708,0,NULL,NULL,NULL,161797
2709,0,NULL,NULL,NULL,0
2710,0,NULL,NULL,NULL,161218
2711,0,NULL,NULL,NULL,159775
2712,0,NULL,NULL,NULL,161061
2713,0,NULL,NULL,NULL,0
2714,0,NULL,NULL,NULL,161162
2715,0,NULL,NULL,NULL,158326
2716,0,NULL,NULL,NULL,0
2717,0,NULL,NULL,NULL,0
2718,0,NULL,NULL,NULL,161198
2719,0,NULL,NULL,NULL,0
2720,0,NULL,NULL,NULL,161590
2721,0,NULL,NULL,NULL,0
2722,0,NULL,NULL,NULL,143515
2723,0,NULL,NULL,NULL,160618
2724,0,NULL,NULL,NULL,157135
2725,0,NULL,NULL,NULL,161502
2726,0,NULL,NULL,NULL,161502
2727,0,NULL,NULL,NULL,161502
2728,8,NULL,NULL,1,0
2729,0,NULL,NULL,NULL,158707
2730,0,NULL,NULL,NULL,158257
2731,0,NULL,NULL,NULL,158895
2732,65,NULL,NULL,46,0
2733,0,NULL,NULL,NULL,0
2734,0,NULL,NULL,NULL,161590
2735,0,NULL,NULL,NULL,161189
2736,0,NULL,NULL,NULL,123331
2737,0,NULL,NULL,NULL,161076
2738,0,NULL,NULL,NULL,161329
2739,0,NULL,NULL,NULL,143515
2740,13,NULL,NULL,1,0
2741,0,NULL,NULL,NULL,0
2742,0,NULL,NULL,NULL,161189
2743,0,NULL,NULL,NULL,161359
2744,0,NULL,NULL,NULL,161797
2745,0,NULL,NULL,NULL,0
2746,0,NULL,NULL,NULL,161260
2747,0,NULL,NULL,NULL,159246
2748,0,NULL,NULL,NULL,161343
2749,0,NULL,NULL,NULL,157260
2750,0,NULL,NULL,NULL,161410
2751,0,NULL,NULL,NULL,161799
2752,0,NULL,NULL,NULL,161196
2753,0,NULL,NULL,NULL,158948
2754,0,NULL,NULL,NULL,0
2755,0,NULL,NULL,NULL,161822
2756,0,NULL,NULL,NULL,160016
2757,65,NULL,NULL,46,0
2758,65,NULL,NULL,46,0
2759,0,NULL,NULL,NULL,161398
2760,0,NULL,NULL,NULL,161799
2761,9,NULL,NULL,1,0
2762,0,NULL,NULL,NULL,160149
2763,51,NULL,NULL,8,0
2764,0,NULL,NULL,NULL,161263
2765,0,NULL,NULL,NULL,161588
2766,0,NULL,NULL,NULL,0
2767,0,NULL,NULL,NULL,160770
2768,0,NULL,NULL,1,0
2769,0,NULL,NULL,NULL,160629
2770,0,NULL,NULL,NULL,161815
2771,0,NULL,NULL,NULL,0
2772,0,NULL,NULL,NULL,160074
2773,0,NULL,NULL,NULL,160795
2774,0,NULL,NULL,NULL,160784
2775,0,NULL,NULL,NULL,161471
2776,0,NULL,NULL,NULL,161158
2777,0,NULL,NULL,NULL,161050
2778,65,NULL,NULL,1,0
2779,0,NULL,NULL,NULL,161782
2780,0,NULL,NULL,NULL,161320
2781,0,NULL,NULL,NULL,159544
2782,0,NULL,NULL,NULL,161535
2783,0,NULL,NULL,NULL,0
2784,0,NULL,NULL,NULL,161272
2785,0,NULL,NULL,NULL,161879
2786,0,NULL,NULL,NULL,159361
2787,0,NULL,NULL,NULL,161199
2788,65,NULL,NULL,46,0
2789,0,NULL,NULL,NULL,161588
2790,0,NULL,NULL,NULL,161105
2791,0,NULL,NULL,NULL,0
2792,0,NULL,NULL,NULL,161359
2793,0,NULL,NULL,NULL,158455
2794,0,NULL,NULL,NULL,161590
2795,13,NULL,NULL,1,0
2796,0,NULL,NULL,NULL,0
2797,0,NULL,NULL,46,0
2798,0,NULL,NULL,NULL,161345
2799,0,NULL,NULL,NULL,160821
2800,0,NULL,NULL,NULL,161689
2801,0,NULL,NULL,NULL,160850
2802,0,NULL,NULL,NULL,161551
2803,0,NULL,NULL,NULL,160004
2804,0,NULL,NULL,NULL,161363
2805,0,NULL,NULL,NULL,0
2806,0,NULL,NULL,NULL,158348
2807,0,NULL,NULL,NULL,161286
2808,0,NULL,NULL,NULL,161084
2809,0,NULL,NULL,NULL,161060
2810,0,NULL,NULL,NULL,161189
2811,50,NULL,NULL,1,0
2812,0,NULL,NULL,NULL,161233
2813,44,NULL,NULL,1,0
2814,36,NULL,NULL,1,0
2815,0,NULL,NULL,NULL,160149
2816,40,NULL,NULL,1,0
2817,65,NULL,NULL,1,0
2818,0,NULL,NULL,NULL,161787
2819,0,NULL,NULL,NULL,160944
2820,65,NULL,NULL,46,0
2821,65,NULL,NULL,7,0
2822,0,NULL,NULL,NULL,158274
2823,65,NULL,NULL,46,0
2824,11,NULL,NULL,7,161735
2825,0,NULL,NULL,NULL,0
2826,65,NULL,NULL,46,0
2827,0,NULL,NULL,NULL,161377
2828,0,NULL,NULL,NULL,161471
2829,0,NULL,NULL,NULL,161233
2830,0,NULL,NULL,NULL,0
2831,0,NULL,NULL,NULL,161778
2832,0,NULL,NULL,NULL,0
2833,0,NULL,NULL,NULL,161445
2834,0,NULL,NULL,NULL,161326
2835,0,NULL,NULL,NULL,0
2836,0,NULL,NULL,NULL,158348
2837,0,NULL,NULL,NULL,161853
2838,0,NULL,NULL,NULL,160605
2839,0,NULL,NULL,NULL,161670
2840,0,NULL,NULL,NULL,161345
2841,0,NULL,NULL,NULL,161891
2842,0,NULL,NULL,NULL,161640
2843,0,NULL,NULL,NULL,161648
2844,0,NULL,NULL,NULL,161891
2845,0,NULL,NULL,NULL,137296
2846,0,NULL,NULL,NULL,161138
2847,0,NULL,NULL,NULL,0
2848,0,NULL,NULL,NULL,160652
2849,11,NULL,NULL,1,0
2850,11,NULL,NULL,7,0
2851,0,NULL,NULL,NULL,161829
2852,0,NULL,NULL,NULL,0
2853,0,NULL,NULL,NULL,161186
2854,33,NULL,NULL,1,0
2855,65,NULL,NULL,46,0
2856,0,NULL,NULL,NULL,161900
2857,16,NULL,NULL,46,0
2858,0,NULL,NULL,NULL,0
2859,0,NULL,NULL,NULL,161269
2860,44,NULL,NULL,1,0
2861,0,NULL,NULL,NULL,161277
2862,63,NULL,NULL,1,0
2863,0,NULL,NULL,NULL,161899
2864,65,NULL,NULL,1,0
2865,0,NULL,NULL,NULL,161452
2866,0,NULL,NULL,NULL,160992
2867,0,NULL,NULL,NULL,161353
2868,0,NULL,NULL,NULL,160588
2869,0,NULL,NULL,NULL,161445
2870,0,NULL,NULL,NULL,161199
2871,65,NULL,NULL,NULL,0
2872,0,NULL,NULL,NULL,161162
2873,0,NULL,NULL,NULL,161798
2874,0,NULL,NULL,NULL,161813
2875,13,NULL,NULL,1,0
2876,0,NULL,NULL,NULL,161162
2877,0,NULL,NULL,NULL,0
2878,0,NULL,NULL,NULL,161445
2879,0,NULL,NULL,NULL,0
2880,0,NULL,NULL,NULL,161112
2881,0,NULL,NULL,NULL,158948
2882,0,NULL,NULL,NULL,161854
2883,0,NULL,NULL,NULL,161377
2884,0,NULL,NULL,NULL,161872
2885,0,NULL,NULL,NULL,161872
2886,0,NULL,NULL,NULL,161491
2887,0,NULL,NULL,NULL,161805
2888,0,NULL,NULL,NULL,161445
2889,0,NULL,NULL,NULL,161462
2890,0,NULL,NULL,NULL,160439
2891,0,NULL,NULL,NULL,161628
2892,0,NULL,NULL,NULL,161898
2893,0,NULL,NULL,NULL,161886
2894,0,NULL,NULL,1,0
2895,0,NULL,NULL,NULL,161452
2896,0,NULL,NULL,NULL,161313
2897,65,NULL,NULL,8,0
2898,0,NULL,NULL,NULL,161856
2899,13,NULL,NULL,1,0
2900,71,NULL,NULL,1,0
2901,65,NULL,NULL,7,0
2902,0,NULL,NULL,NULL,0
2903,0,NULL,NULL,NULL,161652
2904,65,NULL,NULL,46,0
2905,0,NULL,NULL,NULL,161162
2906,13,NULL,NULL,46,0
2907,0,NULL,NULL,NULL,161032
2908,40,NULL,NULL,1,0
2909,0,NULL,NULL,NULL,160867
2910,0,NULL,NULL,NULL,161233
2911,36,NULL,NULL,1,0
2912,0,NULL,NULL,NULL,161427
2913,0,NULL,NULL,NULL,0
2914,0,NULL,NULL,NULL,161076
2915,0,NULL,NULL,NULL,161359
2916,0,NULL,NULL,NULL,0
2917,0,NULL,NULL,NULL,161793
2918,0,NULL,NULL,NULL,161429
2919,0,NULL,NULL,NULL,0
2920,0,NULL,NULL,NULL,161406
2921,0,NULL,NULL,NULL,161689
2922,0,NULL,NULL,NULL,161226
2923,0,NULL,NULL,NULL,161883
2924,0,NULL,NULL,NULL,161209
2925,44,NULL,NULL,1,0
2926,0,NULL,NULL,NULL,161113
2927,0,NULL,NULL,NULL,161369
2928,16,NULL,NULL,8,0
2929,0,NULL,NULL,NULL,161625
2930,61,NULL,NULL,46,0
2931,0,NULL,NULL,NULL,161872
2932,0,NULL,NULL,NULL,161795
2933,65,NULL,NULL,46,0
2934,0,NULL,NULL,NULL,0
2935,0,NULL,NULL,NULL,161084
2936,0,NULL,NULL,NULL,160794
2937,0,NULL,NULL,NULL,161158
2938,0,NULL,NULL,NULL,161896
2939,0,NULL,NULL,NULL,161853
2940,0,NULL,NULL,NULL,160013
2941,0,NULL,NULL,NULL,158064
2942,0,NULL,NULL,NULL,161380
2943,0,NULL,NULL,NULL,161391
2944,0,NULL,NULL,NULL,158325
2945,0,NULL,NULL,NULL,161277
2946,0,NULL,NULL,NULL,161735
2947,0,NULL,NULL,NULL,161735
2948,0,NULL,NULL,NULL,161883
2949,0,NULL,NULL,NULL,161471
2950,0,NULL,NULL,NULL,156151
2951,0,NULL,NULL,NULL,0
2952,0,NULL,NULL,NULL,161735
2953,0,NULL,NULL,NULL,161738
2954,0,NULL,NULL,NULL,0
2955,0,NULL,NULL,NULL,161622
2956,0,NULL,NULL,NULL,0
2957,0,NULL,NULL,NULL,0
2958,0,NULL,NULL,NULL,0
2959,0,NULL,NULL,NULL,161829
2960,0,NULL,NULL,NULL,0
2961,0,NULL,NULL,7,0
2962,0,NULL,NULL,NULL,0
2963,0,NULL,NULL,NULL,0
2964,0,NULL,NULL,NULL,160867
2965,0,NULL,NULL,NULL,161645
2966,0,NULL,NULL,NULL,160013
2967,0,NULL,NULL,NULL,157972
2968,0,NULL,NULL,NULL,161631
2969,13,NULL,NULL,1,0
2970,0,NULL,NULL,NULL,161865
2971,0,NULL,NULL,NULL,0
2972,0,NULL,NULL,NULL,161914
2973,0,NULL,NULL,NULL,158919
2974,0,NULL,NULL,NULL,0
2975,0,NULL,NULL,NULL,161076
2976,0,NULL,NULL,NULL,0
2977,0,NULL,NULL,NULL,161631
2978,65,NULL,NULL,1,0
2979,0,NULL,NULL,NULL,159246
2980,0,NULL,NULL,NULL,159916
2981,0,NULL,NULL,NULL,161588
2982,65,NULL,NULL,46,0
2983,0,NULL,NULL,NULL,0
2984,0,NULL,NULL,NULL,161633
2985,0,NULL,NULL,NULL,161563
2986,0,NULL,NULL,NULL,161865
2987,0,NULL,NULL,NULL,0
2988,0,NULL,NULL,NULL,161910
2989,0,NULL,NULL,NULL,160205
2990,0,NULL,NULL,NULL,161158
2991,0,NULL,NULL,NULL,0
2992,0,NULL,NULL,NULL,161452
2993,0,NULL,NULL,NULL,161890
2994,0,NULL,NULL,NULL,161358
2995,0,NULL,NULL,NULL,159775
2996,0,NULL,NULL,NULL,161238
2997,0,NULL,NULL,NULL,161899
2998,0,NULL,NULL,NULL,0
2999,0,NULL,NULL,NULL,161829
3000,0,NULL,NULL,NULL,161144
3001,0,NULL,NULL,NULL,161247
3002,71,NULL,NULL,1,0
3003,71,NULL,NULL,1,0
3004,0,NULL,NULL,NULL,161468
3005,0,NULL,NULL,NULL,158874
3006,0,NULL,NULL,NULL,161393
3007,0,NULL,NULL,NULL,161880
3008,0,NULL,NULL,NULL,161727
3009,0,NULL,NULL,NULL,161910
3010,0,NULL,NULL,NULL,161820
3011,0,NULL,NULL,NULL,161291
3012,0,NULL,NULL,1,0
3013,36,NULL,NULL,1,0
3014,16,NULL,NULL,1,0
3015,0,NULL,NULL,NULL,161595
3016,0,NULL,NULL,NULL,161468
3017,0,NULL,NULL,NULL,160017
3018,0,NULL,NULL,NULL,161883
3019,0,NULL,NULL,NULL,161829
3020,15,NULL,NULL,1,0
3021,0,NULL,NULL,NULL,0
3022,0,NULL,NULL,NULL,161471
3023,0,NULL,NULL,NULL,161275
3024,0,NULL,NULL,NULL,161471
3025,65,NULL,NULL,1,0
3026,0,NULL,NULL,NULL,161534
3027,16,NULL,NULL,1,0
3028,0,NULL,NULL,NULL,161906
3029,0,NULL,NULL,NULL,161910
3030,0,NULL,NULL,NULL,160439
3031,0,NULL,NULL,NULL,159949
3032,0,NULL,NULL,NULL,161128
3033,0,NULL,NULL,NULL,153812
3034,65,NULL,NULL,1,0
3035,63,NULL,NULL,1,0
3036,0,NULL,NULL,NULL,161527
3037,0,NULL,NULL,NULL,159775
3038,0,NULL,NULL,NULL,160185
3039,0,NULL,NULL,NULL,161214
3040,0,NULL,NULL,NULL,159925
3041,47,NULL,NULL,NULL,0
3042,0,NULL,NULL,NULL,161128
3043,0,NULL,NULL,NULL,161887
3044,14,NULL,NULL,46,0
3045,0,NULL,NULL,NULL,161753
3046,0,NULL,NULL,NULL,161883
3047,15,NULL,NULL,1,0
3048,17,NULL,NULL,1,0
3049,65,NULL,NULL,1,0
3050,0,NULL,NULL,NULL,161100
3051,0,NULL,NULL,NULL,0
3052,0,NULL,NULL,NULL,161179
3053,0,NULL,NULL,NULL,161902
3054,0,NULL,NULL,NULL,159246
3055,0,NULL,NULL,NULL,159246
3056,0,NULL,NULL,NULL,0
3057,0,NULL,NULL,NULL,0
3058,0,NULL,NULL,NULL,0
3059,0,NULL,NULL,NULL,161605
3060,0,NULL,NULL,NULL,161915
3061,16,NULL,NULL,8,0
3062,65,NULL,NULL,46,0
3063,0,NULL,NULL,NULL,161754
3064,0,NULL,NULL,NULL,161833
3065,0,NULL,NULL,1,0
3066,0,NULL,NULL,NULL,161837
3067,0,NULL,NULL,NULL,161432
3068,0,NULL,NULL,NULL,0
3069,0,NULL,NULL,NULL,161363
3070,0,NULL,NULL,NULL,160629
3071,0,NULL,NULL,NULL,0
3072,0,NULL,NULL,NULL,161910
3073,0,NULL,NULL,NULL,161910
3074,0,NULL,NULL,NULL,161833
3075,0,NULL,NULL,NULL,161625
3076,13,NULL,NULL,1,0
3077,0,NULL,NULL,NULL,159246
3078,0,NULL,NULL,NULL,0
3079,0,NULL,NULL,NULL,161810
3080,0,NULL,NULL,NULL,160013
3081,65,NULL,NULL,46,0
3082,0,NULL,NULL,NULL,161171
